Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
APS FM CANDIS versneld Rev.E	EP	020009E00KOL/	9659,3480	="0000000437165"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		13,79	ST	0000045463	HMAG	GEEN	HMAG	GEEN	0,00	10/04/2019	09,54	BAN		1	="0000000437165"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VAM - Installatie versie 2	EP	020056_00VAM/	5546,3189	3VAM-020-0000	1	ST	ST	ST	ST	0,0000	0,00	4506,1200		0,00	ST	0000006348	HMAG	GEEN	HMAG	GEEN	0,00	30/10/2018	09,46	mro		1	="0000000189675"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Hoogtemeting	EP	020220_00HME/	7973,8997	3HME-F01-0000	1	ST	ST	ST	ST	0,0000	0,00	7874,4780		0,00	ST	0000006254	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,38	mro		1	="0000000054430"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kolom SAP	EP	020232_00KOL/	7645,3304	3SAP-K40-0000	1	ST	ST	ST	ST	0,0000	0,00	5080,6570		5,19	ST	0000006256	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,38	mro		1	="0000000054454"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 Rev A	EP	020251A00OPT/	709,8125	3LUM-B80-0000	1	ST	ST	ST	ST	0,0000	0,00	589,4930		0,61	ST	0000014285	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,38	mro		1	="0000000164085"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 ZL Rev A	EP	020253A00OPT/	719,8609	3LUM-B80-0001	1	ST	ST	ST	ST	0,0000	0,00	594,2580		0,61	ST	0000014286	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,38	mro		1	="0000000164092"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PLA DR 1700mm	EP	020255A00KOL/	533,8595	="0000000106474"	1	ST	ST	ST	ST	0,0000	0,00	363,2100		0,10	ST	0000011603	HMAG	GEEN	HMAG	GEEN	0,00	24/10/2018	12,10	mro		1	="0000000106474"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar tot eind	Niet HALAL		
PLA DR 1700mm UPD1	EP	020255B00KOL/	550,8110	="0000000362511"	1	ST	ST	ST	ST	0,0000	0,00	363,2100		0,10	ST	0000036996	HMAG	GEEN	HMAG	GEEN	0,00	30/10/2018	09,42	mro		1	="0000000362511"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Dubbele lijnlaser	EP	020292_00LAS/	888,6055	3ACC-L50-0000	1	ST	ST	ST	ST	2650,0000	0,00	1030,3950		0,00	ST	0000004346	HMAG	MR4K4	HMAG	MR4K4	0,00	28/11/2018	11,39	mro		1	="0000000035255"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lijnlaser 10mW SAR	EP	020296_00LAS/	324,6472	3ACC-L40-0000	1	ST	ST	ST	ST	821,0000	0,00	426,0660		0,00	ST	0000004344	HMAG	MR4K4	HMAG	MR4K4	0,00	28/11/2018	11,39	mro		1	="0000000172691"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	1,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
SAR BA TM (pltw)	EP	020314A00KOL/	2657,1723	="0000000298209"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		9,88	ST	0000028747	HMAG	GEEN	HMAG	GEEN	1,00	28/11/2018	11,39	mro		1	="0000000298209"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	1,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Kalivam	EP	020318_00CAL/	1655,5930	3CAL-V10-0000	1	ST	ST	ST	ST	3148,0000	0,00	863,1320		0,32	ST	0000005013	HMAG	GM2.2	HMAG	GM2.2	0,00	28/11/2018	11,39	mro		1	="0000000171496"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
SAR standaard (pltw)	EP	020340A00KOL/	2453,9364	="0000000232067"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		8,01	ST	0000023617	HMAG	GEEN	HMAG	GEEN	1,00	28/11/2018	11,39	mro		1	="0000000232067"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
SAR inspectie 1050 (pltw)	EP	020357B00KOL/	2684,8476	="0000000232135"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		8,01	ST	0000023624	HMAG	GEEN	HMAG	GEEN	1,00	28/11/2018	11,39	mro		1	="0000000232135"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
SAR inspectie 35	EP	020357C00KOL/	2732,5443	="0000000368964"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		8,01	ST	0000037789	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,40	mro		1	="0000000368964"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Statief unit VW	EP	020364_00CAL/	212,5958	3CAL-V20-0000	1	ST	ST	ST	ST	615,0000	0,00	203,6000		5,50	ST	0000005015	HMAG	GM4.1	HMAG	GM4.1	0,00	24/10/2018	12,11	mro		1	="0000000220675"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Regelbare calgrid	EP	020381A00CAL/	2055,0525	="0000000064842"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		20,00	ST	0000007344	HMAG	GEEN	HMAG	GEEN	0,00	08/11/2018	11,40	mro		1	="0000000064842"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Calgrid	EP	020381_00CAL/	1959,2844	3CAL-F02-0000	1	ST	ST	ST	ST	0,0000	0,00	1757,5990		20,00	ST	0000005012	HMAG	GEEN	HMAG	GEEN	0,00	08/11/2018	11,40	mro		1	="0000000042161"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM6 Rev A	EP	020597A00OPT/	431,8611	3LUM-B06-0000	1	ST	ST	ST	ST	1171,0000	0,00	318,1600	R>2	0,02	ST	0000020092	HMAG	GEEN	HMAG	GEEN	0,00	09/01/2019	14,19	vth		1	="0000000178211"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM6 ZL Rev A	EP	020599A00OPT/	443,3568	="0000000178228"	1	ST	ST	ST	ST	1359,0000	0,00	329,1960		0,02	ST	0000020093	HMAG	GEEN	HMAG	GEEN	0,00	09/01/2019	14,27	vth		1	="0000000178228"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM6 FS RHD GB Rev A	EP	020601A00OPT/	304,3695	3LUM-B06-0002	1	ST	ST	ST	ST	0,0000	0,00	185,7990		0,02	ST	0000020094	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,40	mro		1	="0000000193191"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM6 FS RHD GB	EP	020601_00OPT/	202,5698	="0000000232562"	1	ST	ST	ST	ST	0,0000	0,00	185,7990		0,00	ST	0000023641	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,14	msoft		0	="0000000232562"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM 12	EP	020602_00OPT/	591,5681	3LUM-B75-0010	1	ST	ST	ST	ST	0,0000	0,00	351,5070		0,07	ST	0000006132	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,40	mro		1	="0000000164139"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Candelameter	EP	020605A00CAM/	605,4465	="0000000423359"	1	ST	ST	ST	ST	2480,0000	0,00	0,0000	R>2	0,00	ST	0000044061	HMAG	GEEN	HMAG	GEEN	0,00	05/02/2019	14,44	sdp		1	="0000000423359"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Candelameter - GEREVISIONEERD	EP	020605_00CAM/	786,7229	3CAM-C30-0000	1	ST	ST	ST	ST	2480,0000	0,00	517,4850	R>2	0,29	ST	0000007118	HMAG	EK23	HMAG	EK23	0,00	04/12/2018	08,24	BAN		1	="0000000062923"			31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Minical laser - standaard toestel	EP	020606_00CAL/	634,7240	3CAL-C80-0000	1	ST	ST	ST	ST	1396,0000	0,00	341,4300		7,00	ST	0000005009	HMAG	GM2.2	HMAG	GM2.2	0,00	04/12/2018	14,16	vpa		1	="0000000171540"			31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Minical GOCA	EP	020607A00CAL/	649,7080	="0000000191029"	1	ST	ST	ST	ST	1275,0000	0,00	0,0000		0,00	ST	0000019870	HMAG	VZ 20	HMAG	VZ 20	0,00	28/11/2018	11,40	mro		1	="0000000191029"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Minical GOCA SAR 10/2000	EP	020607_00CAL/	720,7742	3CAL-C90-0000	1	ST	ST	ST	ST	1275,0000	0,00	395,2800		7,00	ST	0000005010	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,40	mro		1	="0000000042147"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Colas	EP	020608_00CAL/	1206,3388	3CAL-C10-0000	1	ST	ST	ST	ST	0,0000	0,00	767,9810	R>2	7,00	ST	0000005001	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,40	mro		1	="0000000171557"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Laser spoorbank	EP	020616_00CAL/	438,9649	3CAL-C15-0000	1	ST	ST	ST	ST	842,5000	0,00	182,5410		0,00	ST	0000005002	HMAG	VZ 25	HMAG	VZ 25	0,00	14/03/2019	09,12	klam		1	="0000000171564"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Torsie controlelaser TCL02	EP	020634_00CAL/	292,9637	3CAL-C05-0020	1	ST	ST	ST	ST	591,0000	0,00	132,5710		0,00	ST	0000004997	HMAG	MR2K4	HMAG	MR2K4	0,00	28/11/2018	11,40	mro		1	="0000000042017"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Gewichtskaliber VAM	EP	020666_00VAM/	2432,4006	="0000000197991"	1	ST	ST	ST	ST	6811,5000	0,00	0,0000		0,00	ST	0000020551	HMAG	GEEN	HMAG	GEEN	0,00	08/11/2018	11,47	mro		1	="0000000197991"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Speedoscope MST	EP	030079_00MST/	2052,7112	="0000000081542"	1	ST	ST	ST	ST	4393,0000	0,00	0,0000	R<2	21,00	ST	0000009770	HMAG	GEEN	HMAG	GEEN	0,00	01/03/2019	09,27	VTH		1	="0000000081542"			31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LVS CAN C	EP	030153C00OPT/	1614,6588	="0000000152587"	1	ST	ST	ST	ST	5334,0000	0,00	0,0000		2,05	ST	0000016015	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,41	mro		1	="0000000152587"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Referentielamp	EP	030205_00CAL/	236,1727	3CAL-C65-0000	1	ST	ST	ST	ST	0,0000	0,00	131,1550		0,00	ST	0000005008	HMAG	GEEN	HMAG	GEEN	0,00	30/10/2018	09,43	mro		1	="0000000042123"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM22 Israël Rev A	EP	030209A00OPT/	846,8531	="0000000085526"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,64	ST	0000014287	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,41	mro		1	="0000000085526"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM1060 (ACS200)	EP	030213G00OPT/	1200,7924	="0000000319201"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,01	ST	0000031910	HMAG	GEEN	HMAG	GEEN	1,00	28/11/2018	11,41	mro		1	="0000000319201"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	1,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM1060 (ACS200) - RAL3000 Rood	EP	030213G01OPT/	1191,9632	="0000000326711"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,01	ST	0000038488	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,41	mro		1	="0000000326711"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM 1060 (ACS200-12Cel)	EP	030213H00OPT/	1143,9468	="0000000384605"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,01	ST	0000039570	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,41	mro		1	="0000000384605"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM 1060 (ACS200-12Cel) - RAL3000 Rood	EP	030213H01OPT/	1155,8760	="0000000384612"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,01	ST	0000039571	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,41	mro		1	="0000000384612"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PLA NR AL 1700mm UPD1	EP	030292B00KOL/	575,5871	="0000000364034"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,10	ST	0000037160	HMAG	GEEN	HMAG	GEEN	0,00	30/10/2018	09,43	mro		1	="0000000364034"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Ref. ijklamp SAM1000	EP	030319_00CAL/	2325,6885	3CAL-C60-0010	1	ST	ST	ST	ST	0,0000	0,00	1658,6410		0,32	ST	0000005007	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,42	mro		1	="0000000178266"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM6 FS RHD ZL GB Rev A	EP	030539A00OPT/	298,2680	3LUM-B06-0003	1	ST	ST	ST	ST	0,0000	0,00	182,3430		0,02	ST	0000020095	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,42	mro		1	="0000000193207"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Candis kastje	EP	030548B00DIS/	540,8778	3DIS-D80-0010	1	ST	ST	ST	ST	1451,0000	0,00	449,6750		1,09	ST	0000007085	HMAG	MR18.3	HMAG	MR18.3	0,00	20/12/2018	08,53	klam		1	="0000000171823"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Niet verkoopbaar	Niet HALAL		
CANDIS kastje torque controle	EP	030548C00DIS/	544,0780	="0000000273480"	1	ST	ST	ST	ST	1698,0000	0,00	0,0000		0,83	ST	0000026418	HMAG	MR18.3	HMAG	MR18.3	1,00	18/02/2019	12,31	mro		1	="0000000273480"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	1,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lijnlaser 10mW PLA	EP	030587_00LAS/	275,1202	3ACC-L45-0000	1	ST	ST	ST	ST	0,0000	0,00	427,8320		0,50	ST	0000004345	HMAG	MR4K4	HMAG	MR4K4	0,00	08/11/2018	11,35	mro		1	="0000000178273"			31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,50	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Masterlaser	EP	030588_00CAL/	609,3868	3ACC-L65-0000	1	ST	ST	ST	ST	0,0000	0,00	679,8200		0,00	ST	0000004026	HMAG	MR2K4	HMAG	MR2K4	0,00	08/11/2018	11,38	mro		1	="0000000171571"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LVS CAN APS TMB versneld (pltw) Rev.D	EP	030626D00KOL/	9713,3992	="0000000437196"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		15,62	ST	0000045466	HMAG	GEEN	HMAG	GEEN	1,00	10/04/2019	10,25	BAN		1	="0000000437196"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	1,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Synchro-module voor leds	EP	040185_00HME/	78,2091	97LE001000100	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000009500	HMAG	MR4K1	HMAG	MR4K1	0,00	08/11/2018	11,35	mro		1	="0000000079464"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PLM - SAM 1050 versneld	EP	040187B00KOL/	3741,4093	3PLM-K10-0010	1	ST	ST	ST	ST	0,0000	0,00	2734,8940		13,37	ST	0000021137	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,42	mro		1	="0000000164177"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
IBS MAN FM PPC Phoenix	EP	040297_00KOL/	11018,4892	3SAR-K30-0000	1	ST	ST	ST	ST	0,0000	0,00	8482,0330		8,81	ST	0000006829	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,42	mro		1	="0000000060264"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LVS CAN B ACC (65mm)	EP	040404B00OPT/	2342,2498	="0000000228145"	1	ST	ST	ST	ST	6531,0000	0,00	0,0000		0,31	ST	0000023313	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,42	mro		1	="0000000228145"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LVS CAN B ACC (65mm) Rev. C	EP	040404C00OPT/	2301,3659	="0000000382175"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,31	ST	0000039277	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,43	mro		1	="0000000382175"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PLA DR Hella 1700mm	EP	050166A00KOL/	582,4831	="0000000106498"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,10	ST	0000011605	HMAG	GEEN	HMAG	GEEN	0,00	08/11/2018	11,34	mro		1	="0000000106498"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PLA DR Hella 1700mm UPD1	EP	050166B00KOL/	578,7331	="0000000362535"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,10	ST	0000036998	HMAG	GEEN	HMAG	GEEN	0,00	30/10/2018	09,42	mro		1	="0000000362535"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
SAR sleepketting (pltw)	EP	050183B00KOL/	2803,2166	="0000000232128"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		8,01	ST	0000023623	HMAG	GEEN	HMAG	GEEN	1,00	28/11/2018	11,43	mro		1	="0000000232128"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 RS232 - 3knoppen Rev A	EP	050848A00OPT/	861,3237	="0000000065122"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,63	ST	0000014288	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,43	mro		1	="0000000065122"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 ZL RS232 - 3 knoppen Rev A	EP	050849A00OPT/	944,7227	="0000000065139"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,63	ST	0000014289	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,43	mro		1	="0000000065139"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LED array module LET verlengd	EP	050917_00ACC/	454,2068	="0000000069434"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000008074	HMAG	GEEN	HMAG	GEEN	0,00	08/11/2018	11,46	mro		1	="0000000069434"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 RHD GB Rev A	EP	050947A00OPT/	702,0735	3LUM-B80-0010	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,13	ST	0000014290	HMAG	GEEN	HMAG	GEEN	0,00	28/11/2018	11,43	mro		1	="0000000164207"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 RHD GB	EP	050947_00OPT/	575,0209	="0000000232586"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000023643	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,15	msoft		0	="0000000232586"	?		31/12/2099	31/12/2099	Bestelbaar	Eindproduct	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
